FID,id,c000,ca01,ca02,ca03,ce01,ce02,ce03,cns01,cns02,cns03,cns04,cns05,cns06,cns07,cns08,cns09,cns10,cns11,cns12,cns13,cns14,cns15,cns16,cns17,cns18,cns19,cns20,cr01,cr02,cr03,cr04,cr05,cr07,ct01,ct02,cd01,cd02,cd03,cd04,cg01,cg02,POINT_X,POINT_Y
0,261635243003001,2.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,-83.129513402499995,42.302039048099999
1,261635242005000,31.000000000000000,6.000000000000000,21.000000000000000,4.000000000000000,15.000000000000000,14.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,31.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,24.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,27.000000000000000,4.000000000000000,3.000000000000000,13.000000000000000,5.000000000000000,4.000000000000000,18.000000000000000,13.000000000000000,-83.130887411200007,42.309515080200001
2,261635242005005,16.000000000000000,4.000000000000000,10.000000000000000,2.000000000000000,4.000000000000000,9.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,16.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,11.000000000000000,5.000000000000000,0.000000000000000,2.000000000000000,5.000000000000000,5.000000000000000,7.000000000000000,9.000000000000000,-83.132198199399994,42.307916927400001
3,261635242005006,15.000000000000000,7.000000000000000,6.000000000000000,2.000000000000000,12.000000000000000,2.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,15.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,11.000000000000000,4.000000000000000,2.000000000000000,1.000000000000000,4.000000000000000,1.000000000000000,7.000000000000000,8.000000000000000,-83.133072143700005,42.307565831300003
4,261635234002000,22.000000000000000,10.000000000000000,10.000000000000000,2.000000000000000,10.000000000000000,11.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,22.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,21.000000000000000,1.000000000000000,2.000000000000000,7.000000000000000,3.000000000000000,0.000000000000000,16.000000000000000,6.000000000000000,-83.091004879600007,42.324132079300000
5,261635234002003,41.000000000000000,18.000000000000000,12.000000000000000,11.000000000000000,25.000000000000000,14.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,37.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,35.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,22.000000000000000,19.000000000000000,6.000000000000000,6.000000000000000,4.000000000000000,7.000000000000000,18.000000000000000,23.000000000000000,-83.096410114600005,42.321900242600002
6,261635234002004,51.000000000000000,22.000000000000000,21.000000000000000,8.000000000000000,25.000000000000000,21.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,51.000000000000000,0.000000000000000,0.000000000000000,42.000000000000000,2.000000000000000,3.000000000000000,1.000000000000000,0.000000000000000,3.000000000000000,32.000000000000000,19.000000000000000,9.000000000000000,12.000000000000000,5.000000000000000,3.000000000000000,20.000000000000000,31.000000000000000,-83.095478774399993,42.322259495300003
7,261635234002008,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,-83.094127433200001,42.321971394599998
8,261635242003004,55.000000000000000,38.000000000000000,13.000000000000000,4.000000000000000,50.000000000000000,3.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4.000000000000000,0.000000000000000,51.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,46.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,30.000000000000000,25.000000000000000,5.000000000000000,2.000000000000000,7.000000000000000,3.000000000000000,18.000000000000000,37.000000000000000,-83.127667919600000,42.304822537900002
9,261635242003005,3.000000000000000,1.000000000000000,2.000000000000000,0.000000000000000,1.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,2.000000000000000,-83.124879471599996,42.305877111900003
